RL,Vin,Iin,Pin,Vout,Iout,Pout,Eff,Is1,Is2,Is3,Is4,Is5,Is6,Is7,Is8
25.71,402,23.6353083731531,9501.39396600756,233.035281400807,9.06247813087755,2111.87714141771,0.222270242553168,17.8175325581597,17.8149550836753,17.8149550856919,17.817532560133,53.6411431585386,53.6296927410736,53.629692740613,53.6411431581312
26.79,402,23.7929992510007,9564.78569890228,235.1859942537,8.7802818016216,2064.99930534205,0.215896034720259,17.9243687571984,17.9216735934975,17.9216735957111,17.9243687593029,54.020984030605,54.0093451600693,54.0093451596859,54.0209840302473
27.86,402,23.934497014798,9621.66779994881,237.090529452271,8.51095517667901,2017.86686898337,0.209721111863175,18.019918292299,18.0172147288007,18.0172147309625,18.0199182944013,54.3614908039872,54.349633372366,54.3496333719183,54.3614908034828
28.93,402,24.0734922476289,9677.54388354682,238.986722791242,8.2612612705506,1974.3317571711,0.204011656359187,18.1143789549418,18.1114808489263,18.111480851153,18.1143789568378,54.6959149964754,54.684073909981,54.6840739095429,54.6959149960323
30.0,402,24.2002483233438,9728.49982598419,240.714878897091,8.02382929656948,1931.45509741465,0.198535759054635,18.200378036921,18.1974268903115,18.1974268926854,18.2003780389012,55.0008376907226,54.988897126718,54.9888971262549,55.0008376903374
15.0,403,21.3499360193409,8604.02421579437,200.709980785332,13.3806653856889,2685.63309245658,0.312136858881286,16.2920243336921,16.2906920485773,16.2906920506604,16.2920243358355,48.1127479275055,48.1037342677556,48.1037342673232,48.112747927016
16.07,403,21.6742637938582,8734.72830892487,205.395410886359,12.7801816199191,2624.99065502557,0.300523446429746,16.5069357733343,16.5054270104362,16.5054270125054,16.5069357758671,48.8984033945125,48.8890312742999,48.8890312738903,48.8984033940569
17.14,403,21.9857208413031,8860.24549904514,209.771334390631,12.2366305812105,2566.89432546573,0.289709165027353,16.715323671951,16.7137254883659,16.713725490337,16.7153236741414,49.6516767353436,49.6419682110752,49.6419682106194,49.651676734915
18.21,403,22.2586480184876,8970.23515145051,213.62855494744,11.7286173472184,2505.56757541774,0.279320166429816,16.8971565314384,16.8953666328459,16.8953666350775,16.8971565340582,50.3113741838018,50.3014440969434,50.3014440964857,50.3113741833689
19.29,403,22.5105645208292,9071.75750189418,217.203211712273,11.2623970979681,2446.22882125765,0.269653242025801,17.0653361067409,17.0633481056045,17.063348107773,17.0653361088725,50.9201675945939,50.9099954725428,50.9099954721221,50.92016759417
20.36,403,22.7455964529651,9166.47537054494,220.471690506992,10.8302111060513,2387.75495109874,0.260487794334933,17.2230140343565,17.2209612027391,17.2209612049227,17.2230140362662,51.4875001204438,51.4770130559084,51.4770130555028,51.4875001200027
21.43,403,22.9624411525779,9253.86378448888,223.508125468164,10.4303652813614,2331.27139198531,0.251924109353429,17.3687723833889,17.3665144757817,17.3665144777133,17.3687723852749,52.0106341050448,52.0000942321242,52.00009423171,52.0106341046814
22.5,403,23.1631268966418,9334.74013934666,226.294469417024,10.0575319740896,2275.96386172136,0.243816520625785,17.5035820016849,17.5012050857762,17.5012050880048,17.5035820037152,52.4949216040402,52.4841178322296,52.4841178317442,52.4949216035739
23.57,403,23.3555391404593,9412.28227360511,228.909080391461,9.71130609091791,2223.00614667202,0.236181415096953,17.6335263575807,17.631170932487,17.6311709343983,17.6335263597224,52.9587303202367,52.9475767943802,52.9475767939489,52.9587303197931
24.64,403,23.5334365664731,9483.97493628864,231.346440665574,9.38795517839099,2171.8700156487,0.229004191832946,17.7542118205521,17.7517800480938,17.7517800502207,17.7542118226551,53.38731406226,53.3760386172398,53.3760386167817,53.3873140617632
25.71,403,23.6979184418636,9550.26113207105,233.666727875698,9.08703436903649,2123.33758710677,0.222332934957801,17.8652665035928,17.8626903002707,17.8626903022495,17.8652665056443,53.7838162149263,53.7723667712804,53.7723667708485,53.7838162145102
26.79,403,23.8526358901486,9612.61226372987,235.77814661929,8.80238883506061,2075.41092535292,0.215904986949679,17.9692830685345,17.9665805947213,17.9665805969935,17.9692830705723,54.1564552164502,54.1447925778317,54.1447925774577,54.1564552160862
27.86,403,23.9967535592245,9670.69168436746,237.72454516438,8.53371475007742,2028.67345752472,0.209775424937188,18.0668447552756,18.0640837919825,18.0640837942315,18.0668447574182,54.5032852848668,54.4914432114056,54.4914432109584,54.5032852843899
28.93,403,24.1334476520265,9725.77940376668,239.580233644673,8.28177767485044,1984.1502303339,0.204009380427184,18.1594148460803,18.1565652255458,18.1565652277215,18.159414848016,54.8322063737452,54.8202358526317,54.8202358522,54.8322063733061
30.0,403,24.2639857978857,9778.38627654794,241.372038102096,8.04573460340301,1942.01535925195,0.198602847579216,18.2484664323668,18.2455445182602,18.2455445205146,18.2484664342836,55.1463107402291,55.1342689631853,55.1342689627448,55.1463107398403
15.0,404,21.4054971550619,8647.82085064499,201.228583439708,13.4152388959808,2699.5295195435,0.312162979109605,16.3344373259919,16.3330894062924,16.333089408355,16.3344373279822,48.2383601227108,48.2293407171657,48.2293407167061,48.2383601222342
16.07,404,21.731960263426,8779.71194642409,205.956227794846,12.8150769562612,2639.34490881222,0.30061862221883,16.5508496560538,16.5493069001914,16.5493069023717,16.5508496584581,49.029227734495,49.0198695069688,49.019869506523,49.0292277340689
17.14,404,22.0403189614937,8904.28886044347,210.291499820409,12.2669734887569,2579.64025320789,0.289707610976966,16.7568806018102,16.755292267981,16.7552922699657,16.7568806040326,49.7750443312253,49.7653063890031,49.7653063885436,49.775044330799
18.21,404,22.3159566613398,9015.64649118127,214.189505784783,11.7594146239375,2518.74320661952,0.279374663711942,16.9407140911385,16.9389203495689,16.9389203517927,16.9407140936487,50.4413454906366,50.4313623235117,50.4313623230373,50.4413454901868
19.29,404,22.5715559710342,9118.9086122978,217.809576067001,11.2938382359474,2459.90611834099,0.269758830023096,17.1115041332109,17.1095508214893,17.1095508236804,17.1115041352831,51.0589975677102,51.0487569237683,51.0487569233381,51.058997567262
20.36,404,22.8054168722308,9213.38841638124,221.057536163574,10.8589895497678,2400.46147509767,0.260540570592866,17.2682632175927,17.2662773505591,17.2662773526543,17.2682632196112,51.6233936909398,51.6128416813299,51.6128416809216,51.6233936904857
21.43,404,23.0222363232609,9300.98347459739,224.102843466476,10.4581187509446,2343.69414939676,0.251983476349334,17.4140189387553,17.4118014237344,17.4118014258648,17.4140189407218,52.1466062581919,52.1359789682614,52.1359789678007,52.1466062577704
22.5,404,23.224405526383,9382.65983265872,226.906746652965,10.0847442956872,2288.29651896142,0.243885695503574,17.5499591144778,17.5475827943108,17.54758279655,17.5499591166113,52.6344137503118,52.6235531314182,52.6235531309484,52.6344137498476
23.57,404,23.4178549890002,9460.81341555608,229.532824352372,9.73776798800118,2235.13738917402,0.236252137210408,17.6806827649609,17.6783005629447,17.6783005651665,17.6806827670703,53.1006270676945,53.0894901713958,53.0894901709508,53.1006270672171
24.64,404,23.5981176907356,9533.63954705719,232.002016047199,9.41455819108928,2184.19648052639,0.229104160037244,17.8030038234073,17.8005285237034,17.8005285258292,17.8030038255913,53.534933273349,53.5236705951372,53.5236705947096,53.53493327284
25.71,404,23.7599203896566,9599.00783742129,234.257708649508,9.11001694191653,2134.09169457156,0.222324195449858,17.9114862091091,17.9089464744774,17.9089464766647,17.9114862109052,53.9248798003418,53.9133206105698,53.913320610149,53.9248797999209
26.79,404,23.9167626870212,9662.37212555658,236.421881008938,8.82642159842493,2086.75919687754,0.215967587437265,18.0176316160838,18.0149314926564,18.0149314947374,18.0176316181398,54.3026039354043,54.2909578659164,54.2909578655223,54.302603935067
27.86,404,24.0576847734535,9719.30464847523,238.342537001554,8.55589910656729,2039.23469938858,0.20981281821519,18.1126478073978,18.1098526908254,18.1098526929999,18.112647809568,54.6418948007781,54.6300549597178,54.6300549593031,54.6418948002905
28.93,404,24.1987989501656,9776.3147758669,240.243301854509,8.30469852860195,1995.14819541762,0.204079782735995,18.2088058637052,18.2059360377767,18.2059360399427,18.2088058656688,54.9814229949086,54.969463371654,54.9694633712222,54.9814229944522
30.0,404,24.3266729399979,9827.97586775915,241.99945324982,8.06664844166043,1952.12451244034,0.198629355495704,18.2955729663231,18.2925882064037,18.2925882089255,18.2955729685006,55.2890036051409,55.2770069204585,55.2770069199998,55.2890036047765
15.0,405,21.4609995232125,8691.70480690107,201.759413023712,13.4506275349144,2713.7907162449,0.312227667245464,16.3767374679586,16.3754358414396,16.3754358434751,16.3767374700582,48.3639469439833,48.3547772188778,48.3547772184446,48.3639469434874
16.07,405,21.7872620675433,8823.84113735502,206.489036814341,12.848229576412,2653.01855000284,0.300664813509787,16.5930610326056,16.5914546312182,16.5914546336012,16.5930610350353,49.1542792270658,49.1449633234873,49.1449633231019,49.1542792265952
17.14,405,22.0952100968818,8948.56008923712,210.849421293184,12.2995188266391,2593.34642678148,0.289806002409329,16.7984635383526,16.7968082302936,16.7968082322308,16.7984635404572,49.8992334437693,49.8895022417951,49.8895022413916,49.899233443342
18.21,405,22.3705237039171,9060.06210008643,214.729117138727,11.7890403220945,2531.45022027621,0.279407601439295,16.9821474072075,16.9802855504916,16.9802855526463,16.9821474097512,50.5646889191496,50.5546738320604,50.554673831578,50.56468891868
19.29,405,22.6293597213173,9164.89068713352,218.379411042067,11.3233852565413,2472.79420332591,0.269811641812317,17.1560102083276,17.1539670684084,17.1539670706024,17.1560102104218,51.1900847396141,51.1799729282567,51.1799729278305,51.1900847391664
20.36,405,22.8647063637182,9260.20607730585,221.645659426651,10.8878798761442,2413.25131490615,0.260604493545812,17.3132544855715,17.3111956500826,17.311195652176,17.3132544875376,51.758021463621,51.7475523474617,51.7475523470362,51.7580214631526
21.43,405,23.0844514713998,9349.20284591691,224.703943824418,10.4861700635801,2356.28376889999,0.252030446630972,17.4610343390754,17.4587848750816,17.458784877134,17.4610343410902,52.2882632369401,52.2776291469669,52.2776291465137,52.2882632365384
22.5,405,23.283973935762,9430.00944398361,227.496305270926,10.11094690093,2300.20306275208,0.243923728434824,17.5949715537536,17.592640350167,17.5926403524428,17.594971555799,52.769760905827,52.7588186658965,52.7588186654404,52.7697609054086
23.57,405,23.4800293431824,9509.41188398887,230.144901279726,9.76373491942466,2247.0738091524,0.236299976966591,17.7275744916076,17.7252039541542,17.7252039562356,17.7275744935904,53.2421976310473,53.2310007729825,53.2310007725648,53.2421976305988
24.64,405,23.6566463087471,9580.94175504256,232.575080986243,9.43781295976687,2195.0001134508,0.229100663543387,17.8471563943035,17.8447237961887,17.844723798341,17.8471563964373,53.6677540397316,53.6564034073234,53.656403406902,53.6677540392128
25.71,405,23.8211120769215,9647.5503911532,234.892613298318,9.13470766454207,2145.67535504046,0.222406234540951,17.9581863485159,17.9556335750269,17.9556335771921,17.9581863504285,54.0642224235569,54.052688805491,54.0526888050593,54.0642224230977
26.79,405,23.9828606378038,9713.05855831054,237.067755697663,8.85053426633078,2098.1762952443,0.216016024473475,18.0675987958865,18.0650051105164,18.0650051127826,18.0675987978734,54.4535403949109,54.4417960948896,54.4417960945037,54.4535403945334
27.86,405,24.1230290516352,9769.82676591224,239.009354404288,8.57983617836341,2050.66110588519,0.209897386618985,18.1618409120819,18.1591087745238,18.1591087766138,18.1618409141793,54.7911224528058,54.7791603732458,54.7791603727943,54.7911224523518
28.93,405,24.2600678845224,9825.32749323156,240.85497468113,8.32584275357744,2005.32064561197,0.204097079409657,18.2549300226211,18.2521151811263,18.2521151835118,18.2549300245904,55.1208252367031,55.1087629906146,55.1087629901564,55.1208252362688
30.0,405,24.3875896757547,9876.97381868067,242.613497982073,8.08711659940216,1962.04364676985,0.198648258341939,18.3413802195386,18.3384345410139,18.3384345432593,18.3413802214889,55.4276443403245,55.4155535895158,55.4155535891046,55.427644339976
15.0,406,21.5162632681823,8735.60288688201,202.292691965297,13.4861794643534,2728.15554817115,0.312303064081351,16.4189010258502,16.4175537829079,16.4175537849619,16.4189010280506,48.4888490091785,48.479704135823,48.4797041354171,48.4888490086558
16.07,406,21.8468464970377,8869.81967779731,207.056905673612,12.883563701583,2667.63083409864,0.300753671551653,16.6384762640437,16.6369444014151,16.6369444035811,16.638476266412,49.2896600000689,49.2802565726301,49.2802565722149,49.2896599996371
17.14,406,22.1528903525043,8994.07348311676,211.401865658863,12.3317446674057,2606.9538295183,0.289852404965553,16.8425102482037,16.8408534832239,16.8408534852098,16.8425102504185,50.0300093921537,50.0202678198955,50.020267819481,50.0300093917025
18.21,406,22.4280407351985,9105.78453849058,215.273207150324,11.8189119071458,2544.29507127844,0.279415250879656,17.0257670421561,17.0239593874343,17.0239593897291,17.0257670446511,50.6949600323476,50.6849137114982,50.6849137110011,50.6949600319021
19.29,406,22.6885018769258,9211.53176203188,218.958733016245,11.3534241959718,2485.93137734597,0.269871661040402,17.2008055306674,17.1988318500157,17.198831852211,17.2008055327392,51.3243434903085,51.3141535439619,51.314153543551,51.3243434898826
20.36,406,22.9247087399075,9307.43174840246,222.230265656459,10.9165974356105,2425.99834818034,0.260651747308998,17.3587193682012,17.35663127823,17.3566312804132,17.3587193702781,51.8944252453215,51.8839589569818,51.8839589565983,51.8944252448509
21.43,406,23.1418539711138,9395.5927122722,225.270759916873,10.5126214459595,2368.18622184972,0.252052882066342,17.5044951855166,17.502234261488,17.5022342635364,17.5044951875846,52.4183899618504,52.4077392626712,52.4077392622259,52.4183899614681
22.5,406,23.3425066746096,9477.05770989151,228.067212635467,10.1363205615763,2311.76237685827,0.243932499687684,17.6391568476584,17.6367512618972,17.6367512642887,17.6391568498872,52.902443244063,52.8915780740314,52.8915780735611,52.9024432435851
23.57,406,23.5382186998228,9556.51679212806,230.724235364517,9.78831275887379,2258.4009767999,0.236320515719724,17.771581826454,17.7691408751368,17.769140877197,17.7715818284798,53.3742788103815,53.3630607282851,53.3630607278919,53.3742788099273
24.64,406,23.7152845581197,9628.40553059659,233.188247451933,9.46269503394205,2206.58927113705,0.22917494118056,17.8910361648754,17.8885219271308,17.88852192936,17.8910361668527,53.8009743613407,53.7895952926021,53.7895952921841,53.8009743608488
25.71,406,23.8865063384121,9697.92157339533,235.544332444595,9.16005228392806,2157.59840037543,0.22248049585124,18.0076326701898,18.0050653848968,18.0050653870055,18.0076326722245,54.2135130672271,54.2019609395884,54.2019609391324,54.2135130667802
26.79,406,24.0423850526278,9761.20833136689,237.68279305086,8.8734956730962,2109.07723570622,0.216067228985254,18.1124518560694,18.1097282210495,18.1097282233597,18.1124518580398,54.5889071815084,54.5771778760699,54.5771778756655,54.5889071811161
27.86,406,24.1854448931558,9819.29062662126,239.641512418636,8.60252906507249,2061.52307577925,0.209946232795088,18.2087761981154,18.2059961006308,18.2059961028356,18.2087762002946,54.9332827752186,54.9213346755244,54.9213346750348,54.9332827747978
28.93,406,24.3217553823879,9874.63268524948,241.469159055088,8.34707379738719,2015.56089042584,0.204115024292159,18.3013827857601,18.2985225353791,18.2985225375722,18.3013827878227,55.2610986958011,55.2490802601575,55.24908025972,55.2610986953652
30.0,406,24.4522793687455,9927.62542371067,243.271789730057,8.10905965766845,1972.70545594881,0.198708691328874,18.3899707895694,18.387062473681,18.3870624758963,18.3899707915537,55.5752904962224,55.5631117518745,55.5631117514692,55.5752904958276
15.0,407,21.5705115606217,8779.19820517301,202.807259907456,13.5204839938306,2742.05231141141,0.312335164023943,16.4603302688898,16.4589653779054,16.4589653801055,16.4603302710331,48.611389045219,48.6022334504383,48.6022334499971,48.6113890446867
16.07,407,21.9019357811465,8914.08786292663,207.595809087336,12.9170955291603,2681.53489743444,0.30081988630456,16.6803776396651,16.6787932579213,16.6787932599655,16.6803776421262,49.4141495330666,49.4047616689297,49.4047616685331,49.4141495325643
17.14,407,22.2111569636336,9039.94088419889,211.97125467721,12.3649589437735,2621.01586134387,0.289937278895839,16.8869385517193,16.8852908446283,16.8852908469059,16.8869385537253,50.1623101098609,50.1525416060602,50.152541605622,50.1623101093962
18.21,407,22.4857656576383,9151.7066226588,215.852422836043,11.8507119590676,2558.00488869682,0.279511242456509,17.0697226177032,17.0678190406565,17.0678190428272,17.0697226201569,50.8259855648274,50.8159535568237,50.8159535563793,50.8259855643697
19.29,407,22.7487254488446,9258.73125767974,219.547490740966,11.3839523969041,2499.31818345491,0.269941757017932,17.2465016521403,17.2445066794845,17.244506681778,17.246501654249,51.4612438469328,51.451042227518,51.4510422270925,51.4612438465038
20.36,407,22.983236310656,9354.17717843698,222.813187442089,10.9452322502761,2438.74208497796,0.260711555752834,17.4029838696287,17.400860038224,17.4008600403739,17.4029838717587,52.0272749801259,52.0167825182447,52.0167825178678,52.0272749796737
21.43,407,23.2014167925209,9442.97663455601,225.856736687522,10.5399669921291,2380.52254963647,0.252094508094523,17.5495983456737,17.5473016631901,17.5473016653311,17.5495983477617,52.5537532391122,52.5430897498133,52.5430897493949,52.5537532386936
22.5,407,23.403086693834,9525.05628439042,228.66183110688,10.1627480491946,2323.8325780067,0.243970482548746,17.6853838800022,17.6830181652035,17.683018167552,17.6853838822126,53.040188514004,53.0293246729003,53.0293246724242,53.0401885135291
23.57,407,23.5965679637552,9603.80316124835,231.340136594926,9.81444193365373,2270.47433753442,0.236414085067451,17.815845558324,17.8133582011514,17.8133582032734,17.8158455603061,53.5068331150811,53.4956188370297,53.4956188366219,53.5068331145938
24.64,407,23.7768918918771,9677.19499999397,233.804553408403,9.48770450752143,2218.26851525194,0.229226394141414,17.9375198401727,17.9349669163103,17.9349669184609,17.9375198422443,53.9412262025004,53.9298392945917,53.929839294174,53.9412262020222
25.71,407,23.9494335939571,9747.41947274052,236.168549397179,9.18432737415359,2169.04927314265,0.222525487818451,18.0545766576902,18.0519518201228,18.0519518223457,18.0545766596513,54.3569348661253,54.3453186124814,54.3453186120108,54.3569348657141
26.79,407,24.1075015000554,9811.75311052254,238.291497008286,8.89622063296006,2119.89373234406,0.216056570978186,18.1615592644175,18.1589854030475,18.1589854052508,18.161559266536,54.7373690653221,54.7254877785256,54.725487778087,54.7373690649396
27.86,407,24.2462585077023,9868.22721263485,240.24746498916,8.62428124209475,2071.96170576683,0.209962910370971,18.2545785109729,18.2517924129548,18.2517924152826,18.254578513251,55.0715985883698,55.059609492441,55.0596094920255,55.071598587896
28.93,407,24.3847964936865,9924.61217293043,242.103815322661,8.36901251089457,2026.16985937066,0.204156074218907,18.348800117946,18.3459249248946,18.3459249271121,18.3488001200249,55.4047702127518,55.3927147450194,55.3927147445687,55.4047702122875
